File ID,Data Split,Original English,English,Hindi,Korean
arctic_a0187,train,Ahead of them they saw a glimmer of sunshine.,ahead of them they saw a glimmer of sunshine.,अहेड अव देम धे सॉ अ ग्लिमर अव सनशाइन.,어헤드 어브 뎀 데이 쏘 아 글리머 어브 선샤인.
arctic_a0188,train,Two gigantic owls were tearing at the carcass.,two gigantic owls were tearing at the carcass.,टू जायगैंटिक औल्स वर टेरिंग ऐट द कार्कस.,투 자이갠틱 아울즈 워 테어링 앳 더 카카스.
arctic_a0189,train,"The big-eyed, clucking moose-birds were most annoying.","the big-eyed, clucking moose-birds were most annoying.","द बिग-आईड, क्लकिंग मूस-बर्ड्स वर मोस्ट अनॉयिंग.","더 빅아이드, 클러킹 무스버즈 워 모스트 어노잉."
arctic_a0190,train,Next to them the Canada jays were most persistent.,next to them the canada jays were most persistent.,नेक्स्ट टू देम द कनाडा जेज़ वर मोस्ट परसिस्टेंट.,넥스트 투 뎀 더 캐나다 제이즈 워 모스트 퍼시스턴트.
arctic_a0191,train,For a time the exciting thrill of his adventure was gone.,for a time the exciting thrill of his adventure was gone.,फॉर अ टाइम दि एक्साइटिंग थ्रिल अव हिज़ एडवेंचर वज़ गॉन.,포어 아 타임 디 엑싸이팅 스릴 오브 히즈 어드벤처 워즈 곤.
arctic_a0192,train,He did not rush in.,he did not rush in.,ही डिड नाट रश इन.,히 디드 낫 러시 인.
arctic_a0193,train,It was edged with ice.,it was edged with ice.,इट वज एज्ड विथ आइस.,잇 워즈 에지드 위드 아이스.
arctic_a0194,train,He drank of the water cautiously.,he drank of the water cautiously.,ही ड्रैंक अव द वॉटर कॉशस्ली.,히 드랭크 어브 더 워터 커셔슬리.
arctic_a0195,train,But a strange thing happened.,but a strange thing happened.,बट अ स्ट्रेंज थिंग हैपन्ड.,벗 아 스트레인지 띵 해픈드.
arctic_a0196,train,He began to follow the footprints of the dog.,he began to follow the footprints of the dog.,ही बिगैन टू फालो द फुटप्रिंट्स अव द डॉग.,히 비간 투 팔로 더 풋프린츠 오브 더 도그.
arctic_a0197,train,"Such a dog the wise driver kills, or turns loose.","such a dog the wise driver kills, or turns loose.","सच अ डॉग द वाइज ड्राइवर किल्स, ऑर टर्न्स लूस.","서치 아 도그 더 와이즈 드라이버 킬즈, 오어 턴스 루스."
arctic_a0198,train,Sometimes her dreams were filled with visions.,sometimes her dreams were filled with visions.,समटाइम्स हेर ड्रीम्स वेर फिल्ड विथ विज़न्स.,썸타임즈 허 드림스 워 필드 위드 비전즈.
arctic_a0199,train,Thus had the raw wilderness prepared him for this day.,thus had the raw wilderness prepared him for this day.,दस हैड द रॉ वाइल्डर्नेस प्रिपेयर्ड हिम फॉर दिस डे.,두스 해드 더 라우 와일더니스 프리퍼드 힘 포우어 디스 데이.
arctic_a0200,train,"He leapt again, and the club caught him once more.","he leapt again, and the club caught him once more.","ही लेप्ट अगेन, एंड द क्लब कॉट हिम वन्स मोर.","히 렙트 어겐, 앤드 더 클럽 코트 힘 원스 모어."
arctic_a0201,train,"He cried, and swung the club wildly.","he cried, and swung the club wildly.","ही क्राइड, ऐंड स्वंग द क्लब वाइल्डली.","히 크라이드, 앤드 스웡 더 클럽 와일들리."
arctic_a0202,test,"She turned, fearing that Jacques might see what was in her face.","she turned, fearing that jacques might see what was in her face.","शी टर्न्ड, फियरिंग दैट जैक माइट सी वट वज इन हर फेस.","시 턴드, 페어링 댓 쟈끄 마이트 씨 와트 워즈 인 허어 페이스."
arctic_a0203,train,They were following the shore of a lake.,they were following the shore of a lake.,धे वर फॉलोइंग द शोर अव अ लेक.,데이 워 폴로잉 더 쇼어 어브 아 레이크.
arctic_a0204,test,The wolf-dog thrust his gaunt muzzle toward him.,the wolf-dog thrust his gaunt muzzle toward him.,द वुल्फडॉग थ्रस्ट हिस गॉन्ट मजल तुवॉर्ड हिम.,더 울프도그 쓰러스트 히즈 건트 머즐 투워드 힘.
arctic_a0205,train,From now on we're pals.,from now on we are pals.,फ्रम नाउ ऑन वी आर पैल्स.,프럼 나우 온 위 아 펠즈.
arctic_a0206,train,He says he bought him of Jacques Le Beau.,he says he bought him of jacques le beau.,ही सेज़ ही बॉट हिम अव जैक ले बो.,히 세즈 히 보우트 힘 어브 잭 르 보우.
arctic_a0207,train,How much was it.,how much was it.,हाऊ मच वज़ इट.,하우 머치 와즈 잇.
arctic_a0208,dev,"Youth had come back to her, freed from the yoke of oppression.","youth had come back to her, freed from the yoke of oppression.","यूथ हैड कम बैक टू हर, फ्रीड फ्रॉम द योक ऑफ ऑप्रेशन.","유스 해드 컴 백 투 허, 프리드 프롬 더 욕 어브 어프레션."
arctic_a0209,train,"It was not a large lake, and almost round.","it was not a large lake, and almost round.","इट वस नाट अ लार्ज लेक, ऐंड ऑलमोस्ट राउंड.","잇 워즈 낫 아 라지 레이크, 앤드 올모스트 라운드."
arctic_a0210,test,Its diameter was not more than two hundred yards.,its diameter was not more than two hundred yards.,इट्स डायमीटर वज़ नॉट मोर धन टू हंड्रेड यार्ड्स.,이츠 다이아미터 워즈 낫 모어 댄 투 헌드레드 야즈.
arctic_a0211,train,It drowned all sound that brute agony and death may have made.,it drowned all sound that brute agony and death may have made.,इट ड्राउंड ऑल साउंड दैट ब्रूट एगनी ऐंड डेथ मे हैव मेड.,잇 드라운드 올 사운드 댓 브루트 애거니 앤드 데스 메이 해브 메이드.
arctic_a0212,train,"Fresh cases, still able to walk, they clustered about the spokesman.","fresh cases, still able to walk, they clustered about the spokesman.","फ्रेश केस, स्टिल एबल टू वॉक, थे क्लस्टर्ड अबाउट द स्पोक्समन.","프레쉬 케이시스, 스틸 에이블 투 워크, 데이 클러스터드 어바웃 더 스포크스먼."
arctic_a0213,train,Between him and the beach was the cane-grass fence of the compound.,between him and the beach was the cane-grass fence of the compound.,बिटवीन हिम ऐंड द बीच वज़ द केनग्रास फेंस अव द काम्पाउंड.,비트윈 힘 앤드 더 비치 워즈 더 케인그라스 펜스 어브 더 컴파운드.
arctic_a0214,train,"Besides, he was paid one case of tobacco per head.","besides, he was paid one case of tobacco per head.","बिसाइड्स, ही वस पेड वन केस अव टोबैको पर हेड.","비사이즈, 히 워즈 페이드 원 케이스 어브 토바코 퍼 헤드."
arctic_a0215,train,They die out of spite.,they die out of spite.,थे डाई आउट अव स्पाइट.,데이 다이 아웃 어브 스파이트.
arctic_a0216,train,The other felt a sudden wave of irritation rush through him.,the other felt a sudden wave of irritation rush through him.,दि अदर फेल्ट अ सडन वेव अव इरिटेशन रश थ्रू हिम.,디 어더 펠트 아 서든 웨이브 어브 이리테이션 러쉬 쓰루 힘.
arctic_a0217,dev,"Oppressive as the heat had been, it was now even more oppressive.","oppressive as the heat had been, it was now even more oppressive.","अप्रेसिव ऐज़ द हीट हैड बीन, इट वज़ नाउ ईवन मोर अप्रेसिव.","어프레시브 애즈 더 히트 해드 빈, 잇 워즈 나우 이븐 모어 어프레시브."
arctic_a0218,train,The ringing of the big bell aroused him.,the ringing of the big bell aroused him.,द रिंगिंग अव द बिग बेल अराउज्ड हिम.,더 링잉 어브 더 빅 벨 아라우즈드 힘.
arctic_a0219,train,At first he puzzled over something untoward he was sure had happened.,at first he puzzled over something untoward he was sure had happened.,ऐट फर्स्ट ही पज़ल्ड ओवर समथिंग अन्टवर्ड ही वज़ शुर हैड हैपन्ड.,앳 퍼스트 히 퍼즐드 오버 썸띵 언투어드 히 워즈 숴 핻 해펀드.
arctic_a0220,train,A dead man is of no use on a plantation.,a dead man is of no use on a plantation.,अ डेड मैन इज़ ऑव नो यूज़ ऑन अ प्लांटेशन.,아 데드 맨 이즈 어브 노 유스 온 아 플랜테이션.
arctic_a0221,train,I don't know why you're here at all.,i do not know why you are here at all.,आई डू नॉट नो वाइ यू आर हीर ऐट ऑल.,아이 두 낫 노 와이 유 아르 히어 앳 올.
arctic_a0222,train,What part of the United States is your home.,what part of the united states is your home.,वट पार्ट अव द यूनाइटेड स्टेट्स इज योर होम.,왓 파트 어브 더 유나이티드 스테이츠 이즈 유어 홈.
arctic_a0223,train,"My, I'm almost homesick for it already.","my, i am almost homesick for it already.","माय, आई ऐम ऑलमोस्ट होमसिक फॉर इट ऑलरेडी.","마이, 아이 엠 올모스트 홈식 훠 잇 올레디."
arctic_a0224,train,"She nodded, and her eyes grew soft and moist.","she nodded, and her eyes grew soft and moist.","शी नाडेड, एंड हर आइज ग्रू सॉफ्ट एंड मॉइस्ट.","쉬 나드, 앤드 허 아이즈 그루 소프트 앤드 모이스트."
arctic_a0225,train,I was brought up the way most girls in Hawaii are brought up.,i was brought up the way most girls in hawaii are brought up.,आई वस ब्रॉट अप द वे मोस्ट गर्ल्स इन हवाई आर ब्रॉट अप.,아이 워즈 브롯 업 더 웨이 모스트 걸스 인 하와이 아 브롯 업.
arctic_a0226,train,That came before my A B C's.,that came before my a b c's.,दैट केम बिफोर माई अ बी सीज़.,댓 케임 비포어 마이 아 비 시즈.
arctic_a0227,dev,It was the same way with our revolvers and rifles.,it was the same way with our revolvers and rifles.,इट वज़ द सेम वे विद औअर रिवॉलवर्स ऐंड राइफल्स.,잇 워즈 더 세임 웨이 위드 아우어 리볼버즈 앤드 라이플즈.
arctic_a0228,train,But it contributed to the smash.,but it contributed to the smash.,बट इट कॉन्ट्रिब्यूटेड टू द स्मैश.,벗 잇 컨트리뷰티드 투 더 스매쉬.
arctic_a0229,dev,The last one I knew was an overseer.,the last one i knew was an overseer.,द लास्ट वन आई न्यू वस अन ओवरसीर.,더 래스트 원 아이 누 워즈 안 오버시어.
arctic_a0230,train,Do you know any good land around here.,do you know any good land around here.,डू यू नो एनी गुड लैंड अराउंड हीर.,두 유 노 에니 굿 랜드 어라운드 히어.
arctic_a0231,train,The Resident Commissioner is away in Australia.,the resident commissioner is away in australia.,द रेज़िडेंट कमिश्नर इज़ अवे इन ऑस्ट्रेलिया.,더 리지덴트 커미션어 이즈 어웨이 인 오스트레일리아.
arctic_a0232,train,"I cannot follow you, she said.","i cannot follow you, she said.","आई कैनॉट फॉलो यू, शी सैड.","아이 캐넛 폴로우 유, 쉬 세드."
arctic_a0233,train,I never allow what can't be changed to annoy me.,i never allow what can not be changed to annoy me.,आई नेवर अलाउ वट कैन नॉट बी चेंज्ड टू अनॉय मी.,아이 네버 얼라우 왓 캔 낫 비 체인지드 투 어나이 미.
arctic_a0234,train,"Why, the average review is more nauseating than cod liver oil.","why, the average review is more nauseating than cod liver oil.","वाय, दि ऐवरेज रिव्यू इज मोर नॉसिएटिंग दन काड लिवर ऑयल.","와이, 디 에버리지 리뷰 이즈 모어 노지에이팅 댄 코드 리버 오일."
arctic_a0235,dev,His voice was passionately rebellious.,his voice was passionately rebellious.,हिज़ वॉइस वज़ पैशनेटली रिबेलियस.,히즈 보이스 워즈 패셔넛리 리벨리어스.
arctic_a0236,train,Don't you see I hate you.,do not you see i hate you.,डू नॉट यू सी आई हेट यू.,두 낫 유 시 아이 헤이트 유.
arctic_a0237,train,So Hughie and I did the managing ourselves.,so hughie and i did the managing ourselves.,सो ह्यूई एंड आई डिड द मैनेजिंग आउरसेल्व्ज़.,소 휴이 앤드 아이 딛 더 매니징 아워셀브즈.
arctic_a0238,train,It happened to him at the Gallina Society in Oakland one afternoon.,it happened to him at the gallina society in oakland one afternoon.,इट हैपन्ड तू हिम ऐट द गैलिना सोसाइटी इन ओकलैंड वन आफ्टरनून.,잇 해픈드 투 힘 앳 더 갈리나 소사이어티 인 오클랜드 원 애프터눈.
arctic_a0239,train,He cried in such genuine dismay that she broke into hearty laughter.,he cried in such genuine dismay that she broke into hearty laughter.,ही क्राइड इन सच जेनुइन डिस्मे दॅट शी ब्रोक इंटू हार्टी लाफ्टर.,히 크라이드 인 서치 젠유인 디스메이 댓 쉬 브로크 인투 하티 래프터.
arctic_a0240,train,Wash your hands of me.,wash your hands of me.,वॉश योर हैंड्स अव मी.,워시 유어 핸즈 어브 미.
arctic_a0241,train,I think it's much nicer to quarrel.,i think it's much nicer to quarrel.,आई थिंक इट्स मच नाइसर टू क्वॉरेल.,아이 띵크 잇츠 머치 나이서 투 쿠어럴.
arctic_a0242,train,I saw it when she rolled.,i saw it when she rolled.,आई सॉ इट वेन शी रोल्ड.,아이 소 잇 웬 쉬 롤드.
arctic_a0243,train,I only read the quotations.,i only read the quotations.,आई ओनली रीड द क्वोटेशन्स.,아이 온리 리드 더 쿼테이션즈.
arctic_a0244,train,He was the soul of devotion to his employers.,he was the soul of devotion to his employers.,ही वज द सोल अव डिवोशन टू हिस एम्प्लॉयर्स.,히 워즈 더 솔 어브 디보션 투 히즈 엠플로이어스.
arctic_a0245,test,"Out of his eighteen hundred, he laid aside sixteen hundred each year.","out of his eighteen hundred, he laid aside sixteen hundred each year.","आउट अव हिज़ एटीन हंड्रेड, ही लेड असाइड सिक्सटीन हंड्रेड ईच ईयर.","아웃 어브 히즈 에이틴 헌드레드, 히 레이드 어사이드 식스틴 헌드레드 이치 이어."
arctic_a0246,train,You have heard always how he was the lover of the Princess Naomi.,you have heard always how he was the lover of the princess naomi.,यू हैव हर्ड ऑलवेज़ हाउ ही वज़ द लवर ऑफ द प्रिंसेस नेओमी.,유 해브 허드 올웨이즈 하우 히 워즈 더 러버 어브 더 프린세스 나오미.
arctic_a0247,train,They ought to pass here some time today.,they ought to pass here some time today.,दे ऑट टू पास हिर सम टाइम टुडे.,더이 오트 투 파스 히어 썸 타임 투데이.
arctic_a0248,train,I had been sad too long already.,i had been sad too long already.,आई हैड बीन सैड टू लॉन्ग ऑलरेडी.,아이 해드 빈 새드 투 롱 올레디.
arctic_a0249,dev,"All eyes, however, were staring at him in certitude of expectancy.","all eyes, however, were staring at him in certitude of expectancy.","ऑल आइज़, हाउएवर, वेर स्टेरिंग ऐट हिम इन सर्टिट्यूड अव एक्सपेक्टेंसी.","올 아이즈, 하외버, 워 스테어링 앳 힘 인 서르튜드 업 엑스펙턴시."
arctic_a0250,train,He had observed the business life of Hawaii and developed a vaulting ambition.,he had observed the business life of hawaii and developed a vaulting ambition.,ही हैड ऑब्ज़र्व्ड द बिज़नेस लाइफ अव हवाई एंड डेवेलप्ट अ वॉल्टिंग ऐम्बिशन.,히 해드 압저브드 더 비즈니스 라이프 어브 하와이 앤드 디벨롭트 아 벌팅 앰비션.
arctic_a0251,train,I may manage to freight a cargo back as well.,i may manage to freight a cargo back as well.,आई मे मैनेज टू फ्रेट अ कार्गो बैक ऐज़ वेल.,아이 메이 매니지 투 프레이트 아 카고 백 애즈 웰.
arctic_a0252,train,O'Brien had been a clean living young man with ideals.,o'brien had been a clean living young man with ideals.,ओब्रायन हैड बीन अ क्लीन लिविंग यंग मैन विद आइडीअल्स.,오브라이언 해드 빈 아 클린 리빙 영 맨 위드 아이디얼스.
arctic_a0253,train,He it was that lived to found the family of the Patino.,he it was that lived to found the family of the patino.,ही इट वज दैट लिव्ड टू फाउंड द फैमिली अव द पातीनो.,히 잇 워즈 댓 리브드 투 파운드 더 패밀리 어브 더 패티노.
arctic_a0254,train,"Straight out they swam, their heads growing smaller and smaller.","straight out they swam, their heads growing smaller and smaller.","स्ट्रेट आउट थे स्वैम, दैर हेड्स ग्रोइंग स्मॉलर एंड स्मॉलर.","스트레이트 아웃 데이 스왐, 데어 헤즈 그로잉 스몰러 앤드 스몰러."
arctic_a0255,train,"You won't die of malnutrition, be sure of that.","you will not die of malnutrition, be sure of that.","यू विल नॉट डाई अव मैलन्यूट्रिशन, बी श्योर अव दैट.","유 윌 낫 다이 어브 말뉴트리션, 비 슈어 어브 댓."
arctic_a0256,train,See the length of the body and that elongated neck.,see the length of the body and that elongated neck.,सी द लेंग्थ अव द बॉडी एंड दॅट इलॉन्गेटेड नेक.,시 더 렝스 오브 더 바디 앤드 댓 일롱게이티드 넥.
arctic_a0257,test,"They are coming ashore, whoever they are.","they are coming ashore, whoever they are.","दे आर कमिंग अशोर, हूएवर दे आर.","데이 아 커밍 아쇼어, 후에버 데이 아."
arctic_a0258,test,Soaked in seawater they offset the heat rays.,soaked in seawater they offset the heat rays.,सोक्त इन सीवॉटर दे ऑफसेट द हीट रेज़.,소크트 인 시워터 데이 오프셋 더 히트 레이즈.
arctic_a0259,train,Think of investing in such an adventure.,think of investing in such an adventure.,थिंक अव इन्वेस्टिंग इन सच अन एडवेंचर.,띵크 어브 인베스팅 인 서치 안 어드벤처.
arctic_a0260,train,"Nobody knew his history, they of the Junta least of all.","nobody knew his history, they of the junta least of all.","नोबडी न्यू हिज़ हिस्टरी, थे अव द जुंटा लीस्ट अव ऑल.","노바디 뉴 히즈 히스토리, 데이 어브 더 준타 리스트 어브 올."
arctic_a0261,dev,I have been doubly baptized.,i have been doubly baptized.,आई हैव बिन डब्ली बैपटाइज्ड.,아이 해브 빈 더블리 밥타이즈드.
arctic_a0262,train,They wouldn't be sweeping a big vessel like the Martha.,they would not be sweeping a big vessel like the martha.,दे वुड नाट बी स्वीपिंग अ बिग वेसल लाइक द मार्था.,데이 우드 낫 비 스위핑 아 빅 베슬 라이크 더 마르타.
arctic_a0263,train,"Joan looked triumphantly at Sheldon, who bowed.","joan looked triumphantly at sheldon, who bowed.","जोन लुक्ट ट्रायअंफन्ट्ली ऐट शेल्डन, हू बाउड.","존 룩트 트라이엄펀틀리 앳 셸던, 후 바우드."
arctic_a0264,train,"And I hope you've got plenty of chain out, Captain Young.","and i hope you have got plenty of chain out, captain young.","ऐंड आई होप यू हैव गॉट प्लेंटी अव चेन आउट, कैप्टन यंग.","앤드 아이 호프 유 해브 갓 플렌티 어브 체인 아웃, 캡틴 영."
arctic_a0265,train,The discovery seemed to have been made on the spur of the moment.,the discovery seemed to have been made on the spur of the moment.,द डिस्कवरी सीम्ड टू हैव बीन मेड ऑन द स्पर अव द मॉमेंट.,더 디스커버리 심드 투 해브 빈 메이드 온 더 스퍼 옵 더 모먼트.
arctic_a0266,train,"They handled two men already, both grub-thieves.","they handled two men already, both grub-thieves.","दे हैंडल्ड टू मेन ऑलरेडी, बोथ ग्रब-थीव्ज़.","데이 핸들드 투 맨 알레디, 보스 그럽시브즈."
arctic_a0267,train,"Eli Harding asked, as Shunk started to follow.","eli harding asked, as shunk started to follow.","इली हार्डिंग आस्क्ट, ऐज़ शंक स्टार्टेड टू फॉलो.","일리 하딩 애스크트, 애즈 숑크 스타티드 투 폴로우."
arctic_a0268,train,Now go ahead and tell me in a straightforward way what has happened.,now go ahead and tell me in a straightforward way what has happened.,नाऊ गो अहेड एंड टेल मी इन अ स्ट्रेटफॉरवर्ड वे वट हैज़ हैपेंड.,나우 고 어헤드 앤드 텔 미 인 아 스트레이트포워드 웨이 왓 해즈 해펜드.
arctic_a0269,train,That's where they cut off the Scottish Chiefs and killed all hands.,that's where they cut off the scottish chiefs and killed all hands.,दैट्स वेयर थे कट ऑफ द स्कॉटिश चीफ्स ऐंड किल्ड ऑल हैंड्स.,댓츠 웨어 데이 컷 오프 더 스코티시 치프스 앤드 킬드 올 핸즈.
arctic_a0270,dev,And after the bath a shave would not be bad.,and after the bath a shave would not be bad.,ऐंड आफ्टर द बाथ अ शेव वुड नॉट बी बैड.,앤 애프터 더 배쓰 아 쉐이브 우드 낫 비 배드.
arctic_a0271,train,Now please give a plain statement of what occurred.,now please give a plain statement of what occurred.,नौ प्लीज़ गिव अ प्लेन स्टेटमेंट अव व्हाट अकर्ड.,나우 플리즈 기브 아 플레인 스테이트먼트 오브 왓 어커드.
arctic_a0272,train,You can take a vacation on pay.,you can take a vacation on pay.,यू कैन टेक अ वेकेशन ऑन पे.,유 캔 테이크 아 베이케이션 온 페이.
arctic_a0273,train,They are big trees and require plenty of room.,they are big trees and require plenty of room.,दे आर बिग ट्रीज़ ऐंड रिक्वायर प्लेंटी अव रूम.,데이 아르 빅 트리즈 앤드 리콰이어 플렌티 어브 룸.
arctic_a0274,test,And Raoul listened again to the tale of the house.,and raoul listened again to the tale of the house.,ऐंड राउल लिसन्ड अगेन टू द टेल अव द हाउस.,앤 라울 리스넛 어게인 투 더 테일 오브 더 하우스.
arctic_a0275,dev,There are no kiddies and half grown youths among them.,there are no kiddies and half grown youths among them.,देर आर नो किडिज़ ऐंड हाफ ग्रोन यूथ्स अमंग धेम.,데어 아 노 키디즈 앤드 해프 그로운 유스 어몽 뎀.
arctic_a0276,dev,Oolong Atoll was one hundred and forty miles in circumference.,oolong atoll was one hundred and forty miles in circumference.,ऊलांग अटल वस वन हंड्रेड एंड फॉर्टी माइल्स इन सरकम्फरेंस.,울롱 애톨 워즈 원 헌드레드 앤드 포티 마일즈 인 써컴퍼런스.
arctic_a0277,train,"McCoy found a stifling, poisonous atmosphere in the pent cabin.","mccoy found a stifling, poisonous atmosphere in the pent cabin.","मकॉय फाउंड अ स्टाइफलिंग, पॉइज़नस एट्मॉस्फीयर इन द पेंट कैबिन.","맥코이 파운드 아 스타이플링, 포이즈너스 앳머스피어 인 더 펜트 캐빈."
arctic_a0278,test,It would give me nervous prostration.,it would give me nervous prostration.,इट वुड गिव मी नर्वस प्रोस्ट्रेशन.,잇 우드 기브 미 너버스 프로스트레이션.
arctic_a0279,train,She said with chattering teeth.,she said with chattering teeth.,शी सेड विथ चैटरिंग टीथ.,쉬 세드 위드 차터링 티스.
arctic_a0280,train,I'll be out of my head in fifteen minutes.,i will be out of my head in fifteen minutes.,आई विल बी आउट अव माई हेड इन फिफ्टीन मिनट्स.,아이 윌 비 아웃 어브 마이 헤드 인 피프틴 미닛.
arctic_a0281,dev,I do not blame you for anything; remember that.,i do not blame you for anything remember that.,आई डू नॉट ब्लेम यू फॉर एनीथिंग रिमेम्बर दैट.,아이 두 낫 블레임 유 포 애니씽 리멤버 댓.
arctic_a0282,train,"If you mean to insinuate, Brentwood began hotly.","if you mean to insinuate, brentwood began hotly.","इफ यू मीन टू इंसिन्युएट, ब्रेंटवुड बिगैन हॉटली.","이프 유 민 투 인시뉴에이트, 브렌트우드 비긴 핫리."
arctic_a0283,train,"The woman in you is only incidental, accidental, and irrelevant.","the woman in you is only incidental, accidental, and irrelevant.","द वुमन इन यू इस ओनली इन्सिडेंटल, एक्सिडेंटल, एंड इरेलेवेंट.","더 우먼 인 유 이즈 온리 인시던털, 악시던털, 앤드 이러레벙트."
arctic_a0284,train,There was no forecasting this strange girl's processes.,there was no forecasting this strange girl's processes.,देर वस नो फॉर्कास्टिंग दिस स्ट्रेंज गर्ल्स प्रॉसेसिज़.,데어 와즈 노 포어캐스팅 디스 스트레인지 걸스 프로세스즈.
arctic_a0285,train,But what they want with your toothbrush is more than I can imagine.,but what they want with your toothbrush is more than i can imagine.,बट वट दे वांट विथ योर टूथब्रश इज मोर धन आई कैन इमैजिन.,벗 왓 데이 원트 위드 요우르 투스브러쉬 이즈 모어 댄 아이 캔 이매진.
arctic_a0286,train,Give them their choice between a fine or an official whipping.,give them their choice between a fine or an official whipping.,गिव देम धेर चॉइस बिट्वीन अ फाइन ऑर अन ऑफिशियल विपिंग.,기브 덤 더 초이스 비트윈 아 파인 오어 안 어피셜 위핑.
arctic_a0287,dev,Keep an eye on him.,keep an eye on him.,कीप अन आई ऑन हिम.,킵 안 아이 온 힘.
arctic_a0288,dev,"Those are my oysters, he said at last.","those are my oysters, he said at last.","धोज आर माई ऑइस्टर्स, ही सेड एट लास्ट.","도우즈 아르 마이 오이스터즈, 히 세드 앗 라스트."
arctic_a0289,train,"They are not regular oyster pirates, Nicholas continued.","they are not regular oyster pirates, nicholas continued.","थे आर नॉट रेग्युलर ऑयस्टर पाइरेट्स, निकोलस कंटिन्यूड.","데이 아르 낫 레귤러 오이스터 파이럿츠, 니콜러스 컨티뉴드."
arctic_a0290,train,One by one the boys were captured.,one by one the boys were captured.,वन बाइ वन द बॉयज वर कैप्चर्ड.,원 바이 원 더 보이즈 워 캡쳐드.
arctic_a0291,train,"The weeks had gone by, and no overt acts had been attempted.","the weeks had gone by, and no overt acts had been attempted.","द वीक्स हैड गॉन बाई, ऐंड नो ओवर्ट ऐक्ट्स हैड बीन अटेम्प्टेड.","더 위크스 햇 곤 바이, 앤드 노 오버트 액츠 햇 빈 어템트드."
arctic_a0292,test,"Here, in the midmorning, the first casualty occurred.","here, in the midmorning, the first casualty occurred.","हिर, इन द मिडमॉर्निंग, द फर्स्ट कैजुअल्टी अकर्ड.","히어, 인 더 미드모닝, 더 퍼스트 캐주얼티 어커드."
arctic_a0293,train,They were deep in the primeval forest.,they were deep in the primeval forest.,दे वर दीप इन द प्राइमिवल फॉरेस्ट.,데이 웨 딥 인 더 프라임이벌 포레스트.
arctic_a0294,train,He had been foiled in his attempt to escape.,he had been foiled in his attempt to escape.,ही हैड बीन फॉइल्ड इन हिज़ अटेम्प्ट टू एस्केप.,히 핻 빈 포일드 인 히즈 어템프트 투 에스케이프.
arctic_a0295,train,And twenty men could hold it with spears and arrows.,and twenty men could hold it with spears and arrows.,एंड ट्वेंटी मेन कुड होल्ड इट विथ स्पीयर्स एंड एरोज़.,앤 트웬티 멘 컬드 홀드 잇 위드 스피어즈 앤 에로우즈.
arctic_a0296,train,Bassett was a fastidious man.,bassett was a fastidious man.,बैसिट वस अ फैस्टिडियस मैन.,배싯 워즈 아 패스티디어스 맨.
arctic_a0297,dev,There's a big English general right now whose name is Roberts.,there's a big english general right now whose name is roberts.,देर अ बिग इंग्लिश जनरल राइट नाउ हूज़ नेम इज़ रॉबर्ट्स.,데어즈 아 빅 잉글리쉬 제너럴 라이트 나우 후즈 네임 이즈 로버츠.
arctic_a0298,train,This tacit promise of continued acquaintance gave Saxon a little joy-thrill.,this tacit promise of continued acquaintance gave saxon a little joy-thrill.,दिस टैसिट प्रॉमिस अव कंटिन्यूड अक्वेंटेंस गेव सैक्सन अ लिटल जॉय-थ्रिल.,디스 태싯 프라미스 어브 컨티뉴드 어퀘인턴스 게이브 색슨 아 리틀 조이쓰릴.
arctic_a0299,train,I tell you I am disgusted with this adventure tomfoolery and rot.,i tell you i am disgusted with this adventure tomfoolery and rot.,आई टेल यू आई ऐम डिसगस्टेड विथ दिस एडवेंचर टॉमफूलरी ऐंड रॉट.,아이 텔 유 아이 앰 디스거스티드 위드 디스 어드벤처 탐풀이 앤드 랏.
arctic_a0300,train,From my earliest recollection my sleep was a period of terror.,from my earliest recollection my sleep was a period of terror.,फ्रॉम माई अर्लीस्ट रिकलेक्शन माई स्लीप वज अ पीरियड अव टेरर.,프롬 마이 얼리스트 리콜렉션 마이 슬립 워즈 아 피어리어드 어브 테러.
arctic_a0301,train,But all my dreams violated this law.,but all my dreams violated this law.,बट ऑल माइ ड्रीम्स वायलेटेड दिस लॉ.,벗 올 마이 드림즈 바이올레이티드 디스 로.
arctic_a0302,train,"It is very plausible to such people, a most convincing hypothesis.","it is very plausible to such people, a most convincing hypothesis.","इट इज वेरी प्लॉज़िबल टू सच पीपल, अ मोस्ट कन्विन्सिंग हायपोथेसिस.","잇 이즈 베리 플로즈블 투 서치 피플, 아 모스트 컨빈싱 하이퍼씨스."
arctic_a0303,train,But they make the mistake of ignoring their own duality.,but they make the mistake of ignoring their own duality.,बट दे मेक द मिस्टेक अव इग्नोरिंग धेर ओन डुअलिटी.,벗 데 메이크 더 미스테이크 어브 이그노링 데어 오운 듀엘리티.
arctic_a0304,train,I graduated last of my class.,i graduated last of my class.,आई ग्रैजुएटेड लास्ट अव माई क्लास.,아이 그레듀에이티드 라스트 어브 마이 클래스.
arctic_a0305,train,"They had no fixed values, to be altered by adjectives and adverbs.","they had no fixed values, to be altered by adjectives and adverbs.","दे हैड नो फिक्स्ड वैल्यूज़, टू बी आल्टर्ड बाई ऐडजेक्टिव्ज ऐंड ऐडवर्ब्स.","데이 헤드 노 픽스트 밸류즈, 투 비 올터드 바이 애드젝티브스 앤드 애드벌브즈."
